,GEO_ID,NAME,H011B001,H011B002,H011B003,H011B004
0,id,Geographic Area Name,Population in occupied housing units,Population in occupied housing units!!Owned with a mortgage or a loan,Population in occupied housing units!!Owned free and clear,Population in occupied housing units!!Renter occupied
1,8710000US3606390,"ZCTA5 06390, New York",2,0,0,2
2,8710000US3610001,"ZCTA5 10001, New York",1452,56,100,1296
3,8710000US3610002,"ZCTA5 10002, New York",6033,125,309,5599
4,8710000US3610003,"ZCTA5 10003, New York",1033,83,39,911
5,8710000US3610004,"ZCTA5 10004, New York",83,16,2,65
6,8710000US3610005,"ZCTA5 10005, New York",215,11,0,204
7,8710000US3610006,"ZCTA5 10006, New York",136,9,1,126
8,8710000US3610007,"ZCTA5 10007, New York",134,21,1,112
9,8710000US3610009,"ZCTA5 10009, New York",5443,187,196,5060
10,8710000US3610010,"ZCTA5 10010, New York",1241,81,119,1041
11,8710000US3610011,"ZCTA5 10011, New York",1876,181,64,1631
12,8710000US3610012,"ZCTA5 10012, New York",446,46,21,379
13,8710000US3610013,"ZCTA5 10013, New York",468,66,17,385
14,8710000US3610014,"ZCTA5 10014, New York",521,79,20,422
15,8710000US3610016,"ZCTA5 10016, New York",1867,159,38,1670
16,8710000US3610017,"ZCTA5 10017, New York",429,114,29,286
17,8710000US3610018,"ZCTA5 10018, New York",254,14,9,231
18,8710000US3610019,"ZCTA5 10019, New York",2137,88,35,2014
19,8710000US3610020,"ZCTA5 10020, New York",0,0,0,0
20,8710000US3610021,"ZCTA5 10021, New York",576,50,25,501
21,8710000US3610022,"ZCTA5 10022, New York",357,65,29,263
22,8710000US3610023,"ZCTA5 10023, New York",2585,211,144,2230
23,8710000US3610024,"ZCTA5 10024, New York",2758,238,233,2287
24,8710000US3610025,"ZCTA5 10025, New York",11982,641,574,10767
25,8710000US3610026,"ZCTA5 10026, New York",19098,1881,916,16301
26,8710000US3610027,"ZCTA5 10027, New York",24750,1678,999,22073
27,8710000US3610028,"ZCTA5 10028, New York",692,87,45,560
28,8710000US3610029,"ZCTA5 10029, New York",21981,461,618,20902
29,8710000US3610030,"ZCTA5 10030, New York",18798,1387,416,16995
30,8710000US3610031,"ZCTA5 10031, New York",18505,1275,1348,15882
31,8710000US3610032,"ZCTA5 10032, New York",12214,659,692,10863
32,8710000US3610033,"ZCTA5 10033, New York",4990,177,90,4723
33,8710000US3610034,"ZCTA5 10034, New York",4906,185,164,4557
34,8710000US3610035,"ZCTA5 10035, New York",12921,950,314,11657
35,8710000US3610036,"ZCTA5 10036, New York",1982,39,33,1910
36,8710000US3610037,"ZCTA5 10037, New York",13072,495,513,12064
37,8710000US3610038,"ZCTA5 10038, New York",1419,54,85,1280
38,8710000US3610039,"ZCTA5 10039, New York",16972,923,599,15450
39,8710000US3610040,"ZCTA5 10040, New York",4126,126,157,3843
40,8710000US3610044,"ZCTA5 10044, New York",1626,21,51,1554
41,8710000US3610065,"ZCTA5 10065, New York",449,43,16,390
42,8710000US3610069,"ZCTA5 10069, New York",183,31,9,143
43,8710000US3610075,"ZCTA5 10075, New York",304,33,14,257
44,8710000US3610103,"ZCTA5 10103, New York",0,0,0,0
45,8710000US3610110,"ZCTA5 10110, New York",0,0,0,0
46,8710000US3610111,"ZCTA5 10111, New York",0,0,0,0
47,8710000US3610112,"ZCTA5 10112, New York",0,0,0,0
48,8710000US3610115,"ZCTA5 10115, New York",0,0,0,0
49,8710000US3610119,"ZCTA5 10119, New York",0,0,0,0
50,8710000US3610128,"ZCTA5 10128, New York",2773,210,94,2469
51,8710000US3610152,"ZCTA5 10152, New York",0,0,0,0
52,8710000US3610153,"ZCTA5 10153, New York",0,0,0,0
53,8710000US3610154,"ZCTA5 10154, New York",0,0,0,0
54,8710000US3610162,"ZCTA5 10162, New York",19,0,0,19
55,8710000US3610165,"ZCTA5 10165, New York",0,0,0,0
56,8710000US3610167,"ZCTA5 10167, New York",0,0,0,0
57,8710000US3610168,"ZCTA5 10168, New York",0,0,0,0
58,8710000US3610169,"ZCTA5 10169, New York",0,0,0,0
59,8710000US3610170,"ZCTA5 10170, New York",0,0,0,0
60,8710000US3610171,"ZCTA5 10171, New York",0,0,0,0
61,8710000US3610172,"ZCTA5 10172, New York",0,0,0,0
62,8710000US3610173,"ZCTA5 10173, New York",0,0,0,0
63,8710000US3610174,"ZCTA5 10174, New York",0,0,0,0
64,8710000US3610177,"ZCTA5 10177, New York",0,0,0,0
65,8710000US3610199,"ZCTA5 10199, New York",0,0,0,0
66,8710000US3610271,"ZCTA5 10271, New York",0,0,0,0
67,8710000US3610278,"ZCTA5 10278, New York",0,0,0,0
68,8710000US3610279,"ZCTA5 10279, New York",0,0,0,0
69,8710000US3610280,"ZCTA5 10280, New York",230,18,4,208
70,8710000US3610282,"ZCTA5 10282, New York",114,1,0,113
71,8710000US3610301,"ZCTA5 10301, New York",9304,2138,296,6870
72,8710000US3610302,"ZCTA5 10302, New York",3958,1673,161,2124
73,8710000US3610303,"ZCTA5 10303, New York",9849,4537,236,5076
74,8710000US3610304,"ZCTA5 10304, New York",11877,3321,200,8356
75,8710000US3610305,"ZCTA5 10305, New York",1619,374,20,1225
76,8710000US3610306,"ZCTA5 10306, New York",1128,201,15,912
77,8710000US3610307,"ZCTA5 10307, New York",76,27,2,47
78,8710000US3610308,"ZCTA5 10308, New York",112,62,7,43
79,8710000US3610309,"ZCTA5 10309, New York",202,104,13,85
80,8710000US3610310,"ZCTA5 10310, New York",5713,1910,184,3619
81,8710000US3610311,"ZCTA5 10311, New York",0,0,0,0
82,8710000US3610312,"ZCTA5 10312, New York",495,357,43,95
83,8710000US3610314,"ZCTA5 10314, New York",3437,1347,168,1922
84,8710000US3610451,"ZCTA5 10451, New York",19591,1483,1672,16436
85,8710000US3610452,"ZCTA5 10452, New York",26312,716,367,25229
86,8710000US3610453,"ZCTA5 10453, New York",28680,1392,490,26798
87,8710000US3610454,"ZCTA5 10454, New York",11031,551,103,10377
88,8710000US3610455,"ZCTA5 10455, New York",11272,880,153,10239
89,8710000US3610456,"ZCTA5 10456, New York",39963,1924,824,37215
90,8710000US3610457,"ZCTA5 10457, New York",25346,1539,628,23179
91,8710000US3610458,"ZCTA5 10458, New York",19759,834,213,18712
92,8710000US3610459,"ZCTA5 10459, New York",15816,1628,291,13897
93,8710000US3610460,"ZCTA5 10460, New York",20005,1889,413,17703
94,8710000US3610461,"ZCTA5 10461, New York",3682,655,112,2915
95,8710000US3610462,"ZCTA5 10462, New York",21942,3230,858,17854
96,8710000US3610463,"ZCTA5 10463, New York",10507,1406,674,8427
97,8710000US3610464,"ZCTA5 10464, New York",149,30,9,110
98,8710000US3610465,"ZCTA5 10465, New York",4396,974,67,3355
99,8710000US3610466,"ZCTA5 10466, New York",48897,17039,2441,29417
100,8710000US3610467,"ZCTA5 10467, New York",36704,5310,1309,30085
101,8710000US3610468,"ZCTA5 10468, New York",18745,1813,535,16397
102,8710000US3610469,"ZCTA5 10469, New York",38081,14979,2326,20776
103,8710000US3610470,"ZCTA5 10470, New York",5379,1563,177,3639
104,8710000US3610471,"ZCTA5 10471, New York",1966,634,164,1168
105,8710000US3610472,"ZCTA5 10472, New York",19863,2267,752,16844
106,8710000US3610473,"ZCTA5 10473, New York",25557,4655,842,20060
107,8710000US3610474,"ZCTA5 10474, New York",3683,205,100,3378
108,8710000US3610475,"ZCTA5 10475, New York",25557,5785,6654,13118
109,8710000US3610501,"ZCTA5 10501, New York",6,5,0,1
110,8710000US3610502,"ZCTA5 10502, New York",133,93,7,33
111,8710000US3610503,"ZCTA5 10503, New York",2,2,0,0
112,8710000US3610504,"ZCTA5 10504, New York",45,30,4,11
113,8710000US3610505,"ZCTA5 10505, New York",13,11,2,0
114,8710000US3610506,"ZCTA5 10506, New York",89,68,8,13
115,8710000US3610507,"ZCTA5 10507, New York",202,62,14,126
116,8710000US3610509,"ZCTA5 10509, New York",405,264,30,111
117,8710000US3610510,"ZCTA5 10510, New York",139,103,12,24
118,8710000US3610511,"ZCTA5 10511, New York",64,17,0,47
119,8710000US3610512,"ZCTA5 10512, New York",523,396,24,103
120,8710000US3610514,"ZCTA5 10514, New York",124,90,2,32
121,8710000US3610516,"ZCTA5 10516, New York",37,16,3,18
122,8710000US3610517,"ZCTA5 10517, New York",16,3,0,13
123,8710000US3610518,"ZCTA5 10518, New York",6,3,3,0
124,8710000US3610519,"ZCTA5 10519, New York",20,5,0,15
125,8710000US3610520,"ZCTA5 10520, New York",473,161,13,299
126,8710000US3610522,"ZCTA5 10522, New York",429,71,14,344
127,8710000US3610523,"ZCTA5 10523, New York",1985,1170,160,655
128,8710000US3610524,"ZCTA5 10524, New York",82,64,8,10
129,8710000US3610526,"ZCTA5 10526, New York",47,24,12,11
130,8710000US3610527,"ZCTA5 10527, New York",5,5,0,0
131,8710000US3610528,"ZCTA5 10528, New York",125,33,7,85
132,8710000US3610530,"ZCTA5 10530, New York",1033,693,77,263
133,8710000US3610532,"ZCTA5 10532, New York",36,23,1,12
134,8710000US3610533,"ZCTA5 10533, New York",92,42,0,50
135,8710000US3610535,"ZCTA5 10535, New York",29,9,2,18
136,8710000US3610536,"ZCTA5 10536, New York",110,80,15,15
137,8710000US3610537,"ZCTA5 10537, New York",128,73,2,53
138,8710000US3610538,"ZCTA5 10538, New York",246,71,8,167
139,8710000US3610541,"ZCTA5 10541, New York",390,280,9,101
140,8710000US3610543,"ZCTA5 10543, New York",819,241,59,519
141,8710000US3610545,"ZCTA5 10545, New York",0,0,0,0
142,8710000US3610546,"ZCTA5 10546, New York",25,15,5,5
143,8710000US3610547,"ZCTA5 10547, New York",484,247,8,229
144,8710000US3610548,"ZCTA5 10548, New York",59,21,2,36
145,8710000US3610549,"ZCTA5 10549, New York",628,171,26,431
146,8710000US3610550,"ZCTA5 10550, New York",26228,6867,1000,18361
147,8710000US3610552,"ZCTA5 10552, New York",7193,3864,572,2757
148,8710000US3610553,"ZCTA5 10553, New York",8802,3982,524,4296
149,8710000US3610560,"ZCTA5 10560, New York",26,18,1,7
150,8710000US3610562,"ZCTA5 10562, New York",3369,1200,182,1987
151,8710000US3610566,"ZCTA5 10566, New York",5475,2274,206,2995
152,8710000US3610567,"ZCTA5 10567, New York",1214,968,80,166
153,8710000US3610570,"ZCTA5 10570, New York",144,68,16,60
154,8710000US3610573,"ZCTA5 10573, New York",1968,418,84,1466
155,8710000US3610576,"ZCTA5 10576, New York",61,50,1,10
156,8710000US3610577,"ZCTA5 10577, New York",41,29,0,12
157,8710000US3610578,"ZCTA5 10578, New York",9,4,0,5
158,8710000US3610579,"ZCTA5 10579, New York",133,112,8,13
159,8710000US3610580,"ZCTA5 10580, New York",180,60,13,107
160,8710000US3610583,"ZCTA5 10583, New York",740,453,84,203
161,8710000US3610588,"ZCTA5 10588, New York",68,53,0,15
162,8710000US3610589,"ZCTA5 10589, New York",69,42,11,16
163,8710000US3610590,"ZCTA5 10590, New York",75,54,5,16
164,8710000US3610591,"ZCTA5 10591, New York",1405,302,48,1055
165,8710000US3610594,"ZCTA5 10594, New York",37,27,0,10
166,8710000US3610595,"ZCTA5 10595, New York",70,26,3,41
167,8710000US3610596,"ZCTA5 10596, New York",23,19,0,4
168,8710000US3610597,"ZCTA5 10597, New York",4,4,0,0
169,8710000US3610598,"ZCTA5 10598, New York",665,519,44,102
170,8710000US3610601,"ZCTA5 10601, New York",2102,295,88,1719
171,8710000US3610603,"ZCTA5 10603, New York",4566,2386,498,1682
172,8710000US3610604,"ZCTA5 10604, New York",746,166,28,552
173,8710000US3610605,"ZCTA5 10605, New York",1273,521,73,679
174,8710000US3610606,"ZCTA5 10606, New York",2475,807,158,1510
175,8710000US3610607,"ZCTA5 10607, New York",1961,1437,199,325
176,8710000US3610701,"ZCTA5 10701, New York",17922,2855,388,14679
177,8710000US3610703,"ZCTA5 10703, New York",3440,1109,73,2258
178,8710000US3610704,"ZCTA5 10704, New York",2499,1098,75,1326
179,8710000US3610705,"ZCTA5 10705, New York",7523,1410,216,5897
180,8710000US3610706,"ZCTA5 10706, New York",233,106,11,116
181,8710000US3610707,"ZCTA5 10707, New York",768,198,33,537
182,8710000US3610708,"ZCTA5 10708, New York",935,503,78,354
183,8710000US3610709,"ZCTA5 10709, New York",79,28,2,49
184,8710000US3610710,"ZCTA5 10710, New York",3171,1623,209,1339
185,8710000US3610801,"ZCTA5 10801, New York",9885,3320,481,6084
186,8710000US3610803,"ZCTA5 10803, New York",739,280,49,410
187,8710000US3610804,"ZCTA5 10804, New York",1128,861,168,99
188,8710000US3610805,"ZCTA5 10805, New York",2631,574,45,2012
189,8710000US3610901,"ZCTA5 10901, New York",1033,627,49,357
190,8710000US3610910,"ZCTA5 10910, New York",0,0,0,0
191,8710000US3610911,"ZCTA5 10911, New York",0,0,0,0
192,8710000US3610913,"ZCTA5 10913, New York",55,40,2,13
193,8710000US3610914,"ZCTA5 10914, New York",24,21,1,2
194,8710000US3610915,"ZCTA5 10915, New York",10,4,5,1
195,8710000US3610916,"ZCTA5 10916, New York",164,133,17,14
196,8710000US3610917,"ZCTA5 10917, New York",68,53,1,14
197,8710000US3610918,"ZCTA5 10918, New York",788,604,27,157
198,8710000US3610919,"ZCTA5 10919, New York",51,51,0,0
199,8710000US3610920,"ZCTA5 10920, New York",248,141,19,88
200,8710000US3610921,"ZCTA5 10921, New York",221,191,6,24
201,8710000US3610922,"ZCTA5 10922, New York",43,27,0,16
202,8710000US3610923,"ZCTA5 10923, New York",1313,468,29,816
203,8710000US3610924,"ZCTA5 10924, New York",476,308,38,130
204,8710000US3610925,"ZCTA5 10925, New York",96,62,8,26
205,8710000US3610926,"ZCTA5 10926, New York",320,220,13,87
206,8710000US3610927,"ZCTA5 10927, New York",1360,551,58,751
207,8710000US3610928,"ZCTA5 10928, New York",550,215,48,287
208,8710000US3610930,"ZCTA5 10930, New York",554,498,15,41
209,8710000US3610931,"ZCTA5 10931, New York",161,86,34,41
210,8710000US3610932,"ZCTA5 10932, New York",0,0,0,0
211,8710000US3610933,"ZCTA5 10933, New York",16,13,3,0
212,8710000US3610940,"ZCTA5 10940, New York",8323,4386,231,3706
213,8710000US3610941,"ZCTA5 10941, New York",2328,1483,39,806
214,8710000US3610950,"ZCTA5 10950, New York",1281,1026,63,192
215,8710000US3610952,"ZCTA5 10952, New York",1669,610,34,1025
216,8710000US3610953,"ZCTA5 10953, New York",0,0,0,0
217,8710000US3610954,"ZCTA5 10954, New York",2962,1817,226,919
218,8710000US3610956,"ZCTA5 10956, New York",1931,1545,106,280
219,8710000US3610958,"ZCTA5 10958, New York",114,93,5,16
220,8710000US3610960,"ZCTA5 10960, New York",2828,946,248,1634
221,8710000US3610962,"ZCTA5 10962, New York",182,99,49,34
222,8710000US3610963,"ZCTA5 10963, New York",109,77,17,15
223,8710000US3610964,"ZCTA5 10964, New York",13,6,2,5
224,8710000US3610965,"ZCTA5 10965, New York",143,59,5,79
225,8710000US3610968,"ZCTA5 10968, New York",87,40,12,35
226,8710000US3610969,"ZCTA5 10969, New York",33,11,11,11
227,8710000US3610970,"ZCTA5 10970, New York",1757,1151,102,504
228,8710000US3610973,"ZCTA5 10973, New York",32,21,4,7
229,8710000US3610974,"ZCTA5 10974, New York",95,33,0,62
230,8710000US3610975,"ZCTA5 10975, New York",18,2,0,16
231,8710000US3610976,"ZCTA5 10976, New York",33,24,3,6
232,8710000US3610977,"ZCTA5 10977, New York",17415,9131,785,7499
233,8710000US3610979,"ZCTA5 10979, New York",0,0,0,0
234,8710000US3610980,"ZCTA5 10980, New York",558,376,28,154
235,8710000US3610983,"ZCTA5 10983, New York",52,39,11,2
236,8710000US3610984,"ZCTA5 10984, New York",233,162,10,61
237,8710000US3610985,"ZCTA5 10985, New York",6,6,0,0
238,8710000US3610986,"ZCTA5 10986, New York",68,48,0,20
239,8710000US3610987,"ZCTA5 10987, New York",64,38,1,25
240,8710000US3610988,"ZCTA5 10988, New York",25,22,0,3
241,8710000US3610989,"ZCTA5 10989, New York",518,378,26,114
242,8710000US3610990,"ZCTA5 10990, New York",871,707,28,136
243,8710000US3610992,"ZCTA5 10992, New York",687,583,30,74
244,8710000US3610993,"ZCTA5 10993, New York",856,604,20,232
245,8710000US3610994,"ZCTA5 10994, New York",184,113,22,49
246,8710000US3610996,"ZCTA5 10996, New York",267,0,4,263
247,8710000US3610998,"ZCTA5 10998, New York",83,61,4,18
248,8710000US3611001,"ZCTA5 11001, New York",1622,1116,118,388
249,8710000US3611003,"ZCTA5 11003, New York",18734,14632,895,3207
250,8710000US3611004,"ZCTA5 11004, New York",609,352,37,220
251,8710000US3611005,"ZCTA5 11005, New York",19,6,5,8
252,8710000US3611010,"ZCTA5 11010, New York",290,179,17,94
253,8710000US3611020,"ZCTA5 11020, New York",515,264,74,177
254,8710000US3611021,"ZCTA5 11021, New York",327,66,27,234
255,8710000US3611023,"ZCTA5 11023, New York",88,35,17,36
256,8710000US3611024,"ZCTA5 11024, New York",93,19,11,63
257,8710000US3611030,"ZCTA5 11030, New York",219,93,13,113
258,8710000US3611040,"ZCTA5 11040, New York",585,354,83,148
259,8710000US3611042,"ZCTA5 11042, New York",0,0,0,0
260,8710000US3611050,"ZCTA5 11050, New York",482,75,29,378
261,8710000US3611096,"ZCTA5 11096, New York",2234,726,91,1417
262,8710000US3611101,"ZCTA5 11101, New York",4842,73,18,4751
263,8710000US3611102,"ZCTA5 11102, New York",3264,77,40,3147
264,8710000US3611103,"ZCTA5 11103, New York",664,14,10,640
265,8710000US3611104,"ZCTA5 11104, New York",578,43,9,526
266,8710000US3611105,"ZCTA5 11105, New York",798,52,9,737
267,8710000US3611106,"ZCTA5 11106, New York",3212,191,51,2970
268,8710000US3611109,"ZCTA5 11109, New York",161,39,10,112
269,8710000US3611201,"ZCTA5 11201, New York",6265,935,512,4818
270,8710000US3611203,"ZCTA5 11203, New York",68187,24451,5180,38556
271,8710000US3611204,"ZCTA5 11204, New York",539,33,3,503
272,8710000US3611205,"ZCTA5 11205, New York",13033,2087,791,10155
273,8710000US3611206,"ZCTA5 11206, New York",22504,1951,608,19945
274,8710000US3611207,"ZCTA5 11207, New York",60825,14279,2711,43835
275,8710000US3611208,"ZCTA5 11208, New York",44420,10306,1663,32451
276,8710000US3611209,"ZCTA5 11209, New York",1429,157,21,1251
277,8710000US3611210,"ZCTA5 11210, New York",35727,11368,1589,22770
278,8710000US3611211,"ZCTA5 11211, New York",4143,148,91,3904
279,8710000US3611212,"ZCTA5 11212, New York",70487,9728,2184,58575
280,8710000US3611213,"ZCTA5 11213, New York",45912,5209,2054,38649
281,8710000US3611214,"ZCTA5 11214, New York",913,61,45,807
282,8710000US3611215,"ZCTA5 11215, New York",3371,790,272,2309
283,8710000US3611216,"ZCTA5 11216, New York",41162,7050,2228,31884
284,8710000US3611217,"ZCTA5 11217, New York",7513,1307,407,5799
285,8710000US3611218,"ZCTA5 11218, New York",7212,1611,279,5322
286,8710000US3611219,"ZCTA5 11219, New York",1026,55,28,943
287,8710000US3611220,"ZCTA5 11220, New York",2897,476,164,2257
288,8710000US3611221,"ZCTA5 11221, New York",43999,8933,2176,32890
289,8710000US3611222,"ZCTA5 11222, New York",754,53,27,674
290,8710000US3611223,"ZCTA5 11223, New York",3195,42,27,3126
291,8710000US3611224,"ZCTA5 11224, New York",11473,887,264,10322
292,8710000US3611225,"ZCTA5 11225, New York",42786,4787,1693,36306
293,8710000US3611226,"ZCTA5 11226, New York",75955,7582,1520,66853
294,8710000US3611228,"ZCTA5 11228, New York",233,15,5,213
295,8710000US3611229,"ZCTA5 11229, New York",4218,216,88,3914
296,8710000US3611230,"ZCTA5 11230, New York",7165,707,149,6309
297,8710000US3611231,"ZCTA5 11231, New York",4891,166,74,4651
298,8710000US3611232,"ZCTA5 11232, New York",1255,181,30,1044
299,8710000US3611233,"ZCTA5 11233, New York",56005,10787,2244,42974
300,8710000US3611234,"ZCTA5 11234, New York",36927,20765,1425,14737
301,8710000US3611235,"ZCTA5 11235, New York",1446,314,171,961
302,8710000US3611236,"ZCTA5 11236, New York",79025,37283,2082,39660
303,8710000US3611237,"ZCTA5 11237, New York",4739,566,183,3990
304,8710000US3611238,"ZCTA5 11238, New York",22708,4119,1691,16898
305,8710000US3611239,"ZCTA5 11239, New York",7556,323,30,7203
306,8710000US3611351,"ZCTA5 11351, New York",0,0,0,0
307,8710000US3611354,"ZCTA5 11354, New York",1844,154,54,1636
308,8710000US3611355,"ZCTA5 11355, New York",2756,235,85,2436
309,8710000US3611356,"ZCTA5 11356, New York",579,152,17,410
310,8710000US3611357,"ZCTA5 11357, New York",289,117,53,119
311,8710000US3611358,"ZCTA5 11358, New York",374,97,15,262
312,8710000US3611359,"ZCTA5 11359, New York",0,0,0,0
313,8710000US3611360,"ZCTA5 11360, New York",265,82,34,149
314,8710000US3611361,"ZCTA5 11361, New York",1072,440,222,410
315,8710000US3611362,"ZCTA5 11362, New York",238,119,17,102
316,8710000US3611363,"ZCTA5 11363, New York",62,18,7,37
317,8710000US3611364,"ZCTA5 11364, New York",747,304,60,383
318,8710000US3611365,"ZCTA5 11365, New York",3732,255,210,3267
319,8710000US3611366,"ZCTA5 11366, New York",802,316,123,363
320,8710000US3611367,"ZCTA5 11367, New York",3978,647,167,3164
321,8710000US3611368,"ZCTA5 11368, New York",12551,1491,782,10278
322,8710000US3611369,"ZCTA5 11369, New York",7403,2813,1392,3198
323,8710000US3611370,"ZCTA5 11370, New York",514,137,50,327
324,8710000US3611371,"ZCTA5 11371, New York",0,0,0,0
325,8710000US3611372,"ZCTA5 11372, New York",1939,486,229,1224
326,8710000US3611373,"ZCTA5 11373, New York",2047,220,105,1722
327,8710000US3611374,"ZCTA5 11374, New York",1323,332,84,907
328,8710000US3611375,"ZCTA5 11375, New York",1903,433,144,1326
329,8710000US3611377,"ZCTA5 11377, New York",2940,283,126,2531
330,8710000US3611378,"ZCTA5 11378, New York",495,69,19,407
331,8710000US3611379,"ZCTA5 11379, New York",278,37,14,227
332,8710000US3611385,"ZCTA5 11385, New York",3170,450,84,2636
333,8710000US3611411,"ZCTA5 11411, New York",17370,12118,2572,2680
334,8710000US3611412,"ZCTA5 11412, New York",31955,19750,3737,8468
335,8710000US3611413,"ZCTA5 11413, New York",35664,21509,3760,10395
336,8710000US3611414,"ZCTA5 11414, New York",500,140,60,300
337,8710000US3611415,"ZCTA5 11415, New York",1397,236,33,1128
338,8710000US3611416,"ZCTA5 11416, New York",2729,870,65,1794
339,8710000US3611417,"ZCTA5 11417, New York",2582,1057,56,1469
340,8710000US3611418,"ZCTA5 11418, New York",3672,1142,146,2384
341,8710000US3611419,"ZCTA5 11419, New York",8412,3896,514,4002
342,8710000US3611420,"ZCTA5 11420, New York",14442,7866,1402,5174
343,8710000US3611421,"ZCTA5 11421, New York",2955,1246,45,1664
344,8710000US3611422,"ZCTA5 11422, New York",25492,15986,1144,8362
345,8710000US3611423,"ZCTA5 11423, New York",12503,5094,1112,6297
346,8710000US3611424,"ZCTA5 11424, New York",0,0,0,0
347,8710000US3611425,"ZCTA5 11425, New York",0,0,0,0
348,8710000US3611426,"ZCTA5 11426, New York",885,511,31,343
349,8710000US3611427,"ZCTA5 11427, New York",5254,1850,336,3068
350,8710000US3611428,"ZCTA5 11428, New York",4689,2840,312,1537
351,8710000US3611429,"ZCTA5 11429, New York",20276,12895,1929,5452
352,8710000US3611430,"ZCTA5 11430, New York",0,0,0,0
353,8710000US3611432,"ZCTA5 11432, New York",10404,2357,520,7527
354,8710000US3611433,"ZCTA5 11433, New York",24065,10010,1500,12555
355,8710000US3611434,"ZCTA5 11434, New York",51215,22530,4382,24303
356,8710000US3611435,"ZCTA5 11435, New York",14308,5264,1252,7792
357,8710000US3611436,"ZCTA5 11436, New York",13408,7257,1641,4510
358,8710000US3611451,"ZCTA5 11451, New York",0,0,0,0
359,8710000US3611501,"ZCTA5 11501, New York",361,86,5,270
360,8710000US3611507,"ZCTA5 11507, New York",52,32,17,3
361,8710000US3611509,"ZCTA5 11509, New York",17,13,0,4
362,8710000US3611510,"ZCTA5 11510, New York",10113,8489,467,1157
363,8710000US3611514,"ZCTA5 11514, New York",101,14,1,86
364,8710000US3611516,"ZCTA5 11516, New York",160,67,12,81
365,8710000US3611518,"ZCTA5 11518, New York",122,47,5,70
366,8710000US3611520,"ZCTA5 11520, New York",14470,9478,1119,3873
367,8710000US3611530,"ZCTA5 11530, New York",284,83,19,182
368,8710000US3611542,"ZCTA5 11542, New York",1804,360,107,1337
369,8710000US3611545,"ZCTA5 11545, New York",104,70,17,17
370,8710000US3611547,"ZCTA5 11547, New York",7,3,0,4
371,8710000US3611548,"ZCTA5 11548, New York",30,18,2,10
372,8710000US3611549,"ZCTA5 11549, New York",0,0,0,0
373,8710000US3611550,"ZCTA5 11550, New York",25984,12147,1667,12170
374,8710000US3611552,"ZCTA5 11552, New York",5185,3980,488,717
375,8710000US3611553,"ZCTA5 11553, New York",12136,8829,933,2374
376,8710000US3611554,"ZCTA5 11554, New York",1090,454,29,607
377,8710000US3611556,"ZCTA5 11556, New York",0,0,0,0
378,8710000US3611557,"ZCTA5 11557, New York",117,57,3,57
379,8710000US3611558,"ZCTA5 11558, New York",94,30,6,58
380,8710000US3611559,"ZCTA5 11559, New York",209,46,14,149
381,8710000US3611560,"ZCTA5 11560, New York",129,45,13,71
382,8710000US3611561,"ZCTA5 11561, New York",2005,470,137,1398
383,8710000US3611563,"ZCTA5 11563, New York",738,378,33,327
384,8710000US3611565,"ZCTA5 11565, New York",271,222,13,36
385,8710000US3611566,"ZCTA5 11566, New York",446,311,25,110
386,8710000US3611568,"ZCTA5 11568, New York",122,87,31,4
387,8710000US3611569,"ZCTA5 11569, New York",1,0,0,1
388,8710000US3611570,"ZCTA5 11570, New York",2379,1149,220,1010
389,8710000US3611572,"ZCTA5 11572, New York",301,162,12,127
390,8710000US3611575,"ZCTA5 11575, New York",10233,6559,1121,2553
391,8710000US3611576,"ZCTA5 11576, New York",109,57,12,40
392,8710000US3611577,"ZCTA5 11577, New York",477,96,31,350
393,8710000US3611579,"ZCTA5 11579, New York",60,26,3,31
394,8710000US3611580,"ZCTA5 11580, New York",11042,9026,398,1618
395,8710000US3611581,"ZCTA5 11581, New York",2712,2192,113,407
396,8710000US3611590,"ZCTA5 11590, New York",9671,6405,918,2348
397,8710000US3611596,"ZCTA5 11596, New York",67,15,4,48
398,8710000US3611598,"ZCTA5 11598, New York",256,169,22,65
399,8710000US3611691,"ZCTA5 11691, New York",28863,7173,807,20883
400,8710000US3611692,"ZCTA5 11692, New York",11870,2942,447,8481
401,8710000US3611693,"ZCTA5 11693, New York",3538,484,235,2819
402,8710000US3611694,"ZCTA5 11694, New York",1525,251,31,1243
403,8710000US3611697,"ZCTA5 11697, New York",4,0,4,0
404,8710000US3611701,"ZCTA5 11701, New York",10060,6152,877,3031
405,8710000US3611702,"ZCTA5 11702, New York",276,151,21,104
406,8710000US3611703,"ZCTA5 11703, New York",1062,725,61,276
407,8710000US3611704,"ZCTA5 11704, New York",5219,3551,500,1168
408,8710000US3611705,"ZCTA5 11705, New York",95,20,5,70
409,8710000US3611706,"ZCTA5 11706, New York",9880,5776,471,3633
410,8710000US3611709,"ZCTA5 11709, New York",14,2,4,8
411,8710000US3611710,"ZCTA5 11710, New York",542,339,39,164
412,8710000US3611713,"ZCTA5 11713, New York",2274,818,171,1285
413,8710000US3611714,"ZCTA5 11714, New York",128,67,10,51
414,8710000US3611715,"ZCTA5 11715, New York",23,15,0,8
415,8710000US3611716,"ZCTA5 11716, New York",92,32,15,45
416,8710000US3611717,"ZCTA5 11717, New York",9718,6678,458,2582
417,8710000US3611718,"ZCTA5 11718, New York",46,35,0,11
418,8710000US3611719,"ZCTA5 11719, New York",86,22,11,53
