"GEO_ID","NAME","H011I001","H011I002","H011I003","H011I004"
"id","Geographic Area Name","Population in occupied housing units","Population in occupied housing units!!Owned with a mortgage or a loan","Population in occupied housing units!!Owned free and clear","Population in occupied housing units!!Renter occupied"
"8710000US3611596","ZCTA5 11596, New York","8435","5298","2275","862"
"8710000US3611598","ZCTA5 11598, New York","11476","7959","2747","770"
"8710000US3611691","ZCTA5 11691, New York","12174","5200","1140","5834"
"8710000US3611692","ZCTA5 11692, New York","1543","384","212","947"
"8710000US3611693","ZCTA5 11693, New York","5715","2311","1249","2155"
"8710000US3611694","ZCTA5 11694, New York","14997","6839","2691","5467"
"8710000US3611697","ZCTA5 11697, New York","3952","2067","1833","52"
"8710000US3611701","ZCTA5 11701, New York","10007","5376","2217","2414"
"8710000US3611702","ZCTA5 11702, New York","12868","8716","2362","1790"
"8710000US3611703","ZCTA5 11703, New York","12631","8614","2469","1548"
"8710000US3611704","ZCTA5 11704, New York","28139","17727","4641","5771"
"8710000US3611705","ZCTA5 11705, New York","7400","5213","1269","918"
"8710000US3611706","ZCTA5 11706, New York","26480","16652","5499","4329"
"8710000US3611709","ZCTA5 11709, New York","6063","3935","1247","881"
"8710000US3611710","ZCTA5 11710, New York","30217","20888","6791","2538"
"8710000US3611713","ZCTA5 11713, New York","5521","2990","876","1655"
"8710000US3611714","ZCTA5 11714, New York","19754","12713","5156","1885"
"8710000US3611715","ZCTA5 11715, New York","4452","3194","856","402"
"8710000US3611716","ZCTA5 11716, New York","9562","6142","2001","1419"
"8710000US3611717","ZCTA5 11717, New York","7419","3892","2339","1188"
"8710000US3611718","ZCTA5 11718, New York","2874","2158","560","156"
"8710000US3611719","ZCTA5 11719, New York","2823","1829","608","386"
"8710000US3611720","ZCTA5 11720, New York","23185","17005","3671","2509"
"8710000US3611721","ZCTA5 11721, New York","6002","4303","1277","422"
"8710000US3611722","ZCTA5 11722, New York","6779","4105","1363","1311"
"8710000US3611724","ZCTA5 11724, New York","3008","2024","787","197"
"8710000US3611725","ZCTA5 11725, New York","25437","18357","5628","1452"
"8710000US3611726","ZCTA5 11726, New York","8855","4952","1998","1905"
"8710000US3611727","ZCTA5 11727, New York","19273","11787","2489","4997"
"8710000US3611729","ZCTA5 11729, New York","19157","12506","4053","2598"
"8710000US3611730","ZCTA5 11730, New York","13390","9563","2430","1397"
"8710000US3611731","ZCTA5 11731, New York","26722","19027","5551","2144"
"8710000US3611732","ZCTA5 11732, New York","3063","1875","676","512"
"8710000US3611733","ZCTA5 11733, New York","15403","11354","3153","896"
"8710000US3611735","ZCTA5 11735, New York","24810","16258","5300","3252"
"8710000US3611738","ZCTA5 11738, New York","14237","10095","2055","2087"
"8710000US3611739","ZCTA5 11739, New York","1170","830","315","25"
"8710000US3611740","ZCTA5 11740, New York","8044","5559","1555","930"
"8710000US3611741","ZCTA5 11741, New York","23784","16617","3504","3663"
"8710000US3611742","ZCTA5 11742, New York","11185","8021","1596","1568"
"8710000US3611743","ZCTA5 11743, New York","34227","23244","7663","3320"
"8710000US3611746","ZCTA5 11746, New York","42405","29355","9555","3495"
"8710000US3611747","ZCTA5 11747, New York","16168","10546","4040","1582"
"8710000US3611749","ZCTA5 11749, New York","1518","1113","292","113"
"8710000US3611751","ZCTA5 11751, New York","12553","8883","2157","1513"
"8710000US3611752","ZCTA5 11752, New York","8191","6160","1414","617"
"8710000US3611753","ZCTA5 11753, New York","8410","5642","2311","457"
"8710000US3611754","ZCTA5 11754, New York","17030","11962","3246","1822"
"8710000US3611755","ZCTA5 11755, New York","10444","7504","1802","1138"
"8710000US3611756","ZCTA5 11756, New York","34485","24764","6918","2803"
"8710000US3611757","ZCTA5 11757, New York","38415","25373","6897","6145"
"8710000US3611758","ZCTA5 11758, New York","46879","32701","11055","3123"
"8710000US3611762","ZCTA5 11762, New York","21019","15366","5041","612"
"8710000US3611763","ZCTA5 11763, New York","19340","13860","3065","2415"
"8710000US3611764","ZCTA5 11764, New York","11869","9395","1742","732"
"8710000US3611765","ZCTA5 11765, New York","613","368","175","70"
"8710000US3611766","ZCTA5 11766, New York","11228","8512","2184","532"
"8710000US3611767","ZCTA5 11767, New York","12488","9349","2178","961"
"8710000US3611768","ZCTA5 11768, New York","20497","14257","4233","2007"
"8710000US3611769","ZCTA5 11769, New York","8867","6159","1679","1029"
"8710000US3611770","ZCTA5 11770, New York","134","88","38","8"
"8710000US3611771","ZCTA5 11771, New York","8129","4605","2017","1507"
"8710000US3611772","ZCTA5 11772, New York","30849","18925","4543","7381"
"8710000US3611776","ZCTA5 11776, New York","19055","13295","2804","2956"
"8710000US3611777","ZCTA5 11777, New York","7582","4711","1473","1398"
"8710000US3611778","ZCTA5 11778, New York","11457","8350","1484","1623"
"8710000US3611779","ZCTA5 11779, New York","31780","22225","4734","4821"
"8710000US3611780","ZCTA5 11780, New York","13885","9855","3029","1001"
"8710000US3611782","ZCTA5 11782, New York","14453","10089","2616","1748"
"8710000US3611783","ZCTA5 11783, New York","19743","13932","4526","1285"
"8710000US3611784","ZCTA5 11784, New York","19487","14082","2705","2700"
"8710000US3611786","ZCTA5 11786, New York","5726","4714","799","213"
"8710000US3611787","ZCTA5 11787, New York","31965","22815","6521","2629"
"8710000US3611788","ZCTA5 11788, New York","13907","9433","2958","1516"
"8710000US3611789","ZCTA5 11789, New York","7201","5236","853","1112"
"8710000US3611790","ZCTA5 11790, New York","11954","8550","2443","961"
"8710000US3611791","ZCTA5 11791, New York","18417","12721","4821","875"
"8710000US3611792","ZCTA5 11792, New York","7886","6093","1323","470"
"8710000US3611793","ZCTA5 11793, New York","29544","21456","6544","1544"
"8710000US3611794","ZCTA5 11794, New York","0","0","0","0"
"8710000US3611795","ZCTA5 11795, New York","24046","18166","4579","1301"
"8710000US3611796","ZCTA5 11796, New York","3521","2487","555","479"
"8710000US3611797","ZCTA5 11797, New York","6996","4376","1904","716"
"8710000US3611798","ZCTA5 11798, New York","1338","851","271","216"
"8710000US3611801","ZCTA5 11801, New York","25082","15608","7025","2449"
"8710000US3611803","ZCTA5 11803, New York","23444","16215","6042","1187"
"8710000US3611804","ZCTA5 11804, New York","4515","3198","1071","246"
"8710000US3611901","ZCTA5 11901, New York","15262","7938","4615","2709"
"8710000US3611930","ZCTA5 11930, New York","1179","612","411","156"
"8710000US3611931","ZCTA5 11931, New York","140","73","44","23"
"8710000US3611932","ZCTA5 11932, New York","959","411","390","158"
"8710000US3611933","ZCTA5 11933, New York","5881","3505","1900","476"
"8710000US3611934","ZCTA5 11934, New York","6049","4390","998","661"
"8710000US3611935","ZCTA5 11935, New York","3007","1667","1002","338"
"8710000US3611937","ZCTA5 11937, New York","9866","5531","2698","1637"
"8710000US3611939","ZCTA5 11939, New York","845","368","342","135"
"8710000US3611940","ZCTA5 11940, New York","4739","3073","863","803"
"8710000US3611941","ZCTA5 11941, New York","1789","1136","464","189"
"8710000US3611942","ZCTA5 11942, New York","4065","2568","938","559"
"8710000US3611944","ZCTA5 11944, New York","2651","1050","1018","583"
"8710000US3611946","ZCTA5 11946, New York","9461","5156","2232","2073"
"8710000US3611947","ZCTA5 11947, New York","339","178","107","54"
"8710000US3611948","ZCTA5 11948, New York","990","538","332","120"
"8710000US3611949","ZCTA5 11949, New York","13060","9789","1821","1450"
"8710000US3611950","ZCTA5 11950, New York","10844","8141","1139","1564"
"8710000US3611951","ZCTA5 11951, New York","10023","6799","1199","2025"
"8710000US3611952","ZCTA5 11952, New York","4220","2326","1382","512"
"8710000US3611953","ZCTA5 11953, New York","9489","5965","1527","1997"
"8710000US3611954","ZCTA5 11954, New York","2647","1322","867","458"
"8710000US3611955","ZCTA5 11955, New York","2811","1099","518","1194"
"8710000US3611956","ZCTA5 11956, New York","324","121","144","59"
"8710000US3611957","ZCTA5 11957, New York","709","309","294","106"
"8710000US3611958","ZCTA5 11958, New York","541","288","197","56"
"8710000US3611959","ZCTA5 11959, New York","839","436","290","113"
"8710000US3611960","ZCTA5 11960, New York","1035","714","220","101"
"8710000US3611961","ZCTA5 11961, New York","11082","6725","3373","984"
"8710000US3611962","ZCTA5 11962, New York","457","237","171","49"
"8710000US3611963","ZCTA5 11963, New York","5664","3069","1479","1116"
"8710000US3611964","ZCTA5 11964, New York","1725","819","591","315"
"8710000US3611965","ZCTA5 11965, New York","495","209","186","100"
"8710000US3611967","ZCTA5 11967, New York","19614","14706","2387","2521"
"8710000US3611968","ZCTA5 11968, New York","7729","3978","2277","1474"
"8710000US3611970","ZCTA5 11970, New York","498","209","182","107"
"8710000US3611971","ZCTA5 11971, New York","5260","2866","1751","643"
"8710000US3611972","ZCTA5 11972, New York","1104","734","237","133"
"8710000US3611973","ZCTA5 11973, New York","0","0","0","0"
"8710000US3611975","ZCTA5 11975, New York","315","126","126","63"
"8710000US3611976","ZCTA5 11976, New York","1401","773","487","141"
"8710000US3611977","ZCTA5 11977, New York","1993","1253","419","321"
"8710000US3611978","ZCTA5 11978, New York","2282","1109","572","601"
"8710000US3611980","ZCTA5 11980, New York","3514","2502","596","416"
"8710000US3612007","ZCTA5 12007, New York","52","34","15","3"
"8710000US3612008","ZCTA5 12008, New York","467","291","134","42"
"8710000US3612009","ZCTA5 12009, New York","6752","4317","1403","1032"
"8710000US3612010","ZCTA5 12010, New York","22500","10076","5797","6627"
"8710000US3612015","ZCTA5 12015, New York","2847","1671","580","596"
"8710000US3612017","ZCTA5 12017, New York","412","243","139","30"
"8710000US3612018","ZCTA5 12018, New York","7774","5169","1542","1063"
"8710000US3612019","ZCTA5 12019, New York","14103","9563","2460","2080"
"8710000US3612020","ZCTA5 12020, New York","29134","18546","5098","5490"
"8710000US3612022","ZCTA5 12022, New York","906","423","236","247"
"8710000US3612023","ZCTA5 12023, New York","2156","1394","569","193"
"8710000US3612024","ZCTA5 12024, New York","31","22","8","1"
"8710000US3612025","ZCTA5 12025, New York","5343","3102","1411","830"
"8710000US3612027","ZCTA5 12027, New York","3765","2555","842","368"
"8710000US3612028","ZCTA5 12028, New York","1140","680","296","164"
"8710000US3612029","ZCTA5 12029, New York","962","554","278","130"
"8710000US3612031","ZCTA5 12031, New York","162","91","37","34"
"8710000US3612032","ZCTA5 12032, New York","825","436","307","82"
"8710000US3612033","ZCTA5 12033, New York","7438","4684","1532","1222"
"8710000US3612035","ZCTA5 12035, New York","780","422","154","204"
"8710000US3612036","ZCTA5 12036, New York","221","110","74","37"
"8710000US3612037","ZCTA5 12037, New York","3708","1749","934","1025"
"8710000US3612040","ZCTA5 12040, New York","107","56","42","9"
"8710000US3612041","ZCTA5 12041, New York","468","238","126","104"
"8710000US3612042","ZCTA5 12042, New York","262","155","72","35"
"8710000US3612043","ZCTA5 12043, New York","6812","3327","1295","2190"
"8710000US3612045","ZCTA5 12045, New York","510","230","77","203"
"8710000US3612046","ZCTA5 12046, New York","786","504","194","88"
"8710000US3612047","ZCTA5 12047, New York","17415","7528","2446","7441"
"8710000US3612051","ZCTA5 12051, New York","4044","2250","758","1036"
"8710000US3612052","ZCTA5 12052, New York","1538","1004","359","175"
"8710000US3612053","ZCTA5 12053, New York","4463","3106","951","406"
"8710000US3612054","ZCTA5 12054, New York","15582","9873","2987","2722"
"8710000US3612056","ZCTA5 12056, New York","2217","1432","533","252"
"8710000US3612057","ZCTA5 12057, New York","1780","1041","518","221"
"8710000US3612058","ZCTA5 12058, New York","1389","812","333","244"
"8710000US3612059","ZCTA5 12059, New York","1600","998","376","226"
"8710000US3612060","ZCTA5 12060, New York","1449","856","415","178"
"8710000US3612061","ZCTA5 12061, New York","8025","4896","1317","1812"
"8710000US3612062","ZCTA5 12062, New York","1673","1013","388","272"
"8710000US3612063","ZCTA5 12063, New York","422","291","84","47"
"8710000US3612064","ZCTA5 12064, New York","514","222","161","131"
"8710000US3612065","ZCTA5 12065, New York","37243","22889","5992","8362"
"8710000US3612066","ZCTA5 12066, New York","2064","1343","516","205"
"8710000US3612067","ZCTA5 12067, New York","1450","864","396","190"
"8710000US3612068","ZCTA5 12068, New York","3052","1663","798","591"
"8710000US3612069","ZCTA5 12069, New York","246","147","52","47"
"8710000US3612070","ZCTA5 12070, New York","1365","786","407","172"
"8710000US3612071","ZCTA5 12071, New York","264","125","78","61"
"8710000US3612072","ZCTA5 12072, New York","2673","1585","729","359"
"8710000US3612074","ZCTA5 12074, New York","2892","1814","749","329"
"8710000US3612075","ZCTA5 12075, New York","3126","1829","818","479"
"8710000US3612076","ZCTA5 12076, New York","1417","765","493","159"
"8710000US3612077","ZCTA5 12077, New York","5457","3625","949","883"
"8710000US3612078","ZCTA5 12078, New York","22060","9652","4879","7529"
"8710000US3612083","ZCTA5 12083, New York","3615","2130","906","579"
"8710000US3612084","ZCTA5 12084, New York","2840","831","274","1735"
"8710000US3612085","ZCTA5 12085, New York","280","68","16","196"
"8710000US3612086","ZCTA5 12086, New York","1777","1041","522","214"
"8710000US3612087","ZCTA5 12087, New York","1025","611","291","123"
"8710000US3612089","ZCTA5 12089, New York","69","53","13","3"
"8710000US3612090","ZCTA5 12090, New York","6023","3288","1155","1580"
"8710000US3612092","ZCTA5 12092, New York","1250","625","304","321"
"8710000US3612093","ZCTA5 12093, New York","1599","842","527","230"
"8710000US3612094","ZCTA5 12094, New York","2225","1436","490","299"
"8710000US3612095","ZCTA5 12095, New York","11194","5545","2390","3259"
"8710000US3612106","ZCTA5 12106, New York","2104","1211","568","325"
"8710000US3612108","ZCTA5 12108, New York","408","144","189","75"
"8710000US3612110","ZCTA5 12110, New York","15655","9569","3057","3029"
"8710000US3612115","ZCTA5 12115, New York","182","101","54","27"
"8710000US3612116","ZCTA5 12116, New York","1863","1003","575","285"
"8710000US3612117","ZCTA5 12117, New York","3179","1658","924","597"
"8710000US3612118","ZCTA5 12118, New York","13366","7015","2257","4094"
"8710000US3612120","ZCTA5 12120, New York","591","342","180","69"
"8710000US3612121","ZCTA5 12121, New York","1882","1337","426","119"
"8710000US3612122","ZCTA5 12122, New York","4358","2143","1268","947"
"8710000US3612123","ZCTA5 12123, New York","4921","2976","1006","939"
"8710000US3612124","ZCTA5 12124, New York","573","377","127","69"
"8710000US3612125","ZCTA5 12125, New York","1242","556","301","385"
"8710000US3612130","ZCTA5 12130, New York","955","607","188","160"
"8710000US3612131","ZCTA5 12131, New York","109","64","37","8"
"8710000US3612132","ZCTA5 12132, New York","334","158","88","88"
"8710000US3612134","ZCTA5 12134, New York","3407","1646","1097","664"
"8710000US3612136","ZCTA5 12136, New York","783","449","249","85"
"8710000US3612137","ZCTA5 12137, New York","1627","1021","429","177"
"8710000US3612138","ZCTA5 12138, New York","3085","1810","896","379"
"8710000US3612139","ZCTA5 12139, New York","293","142","118","33"
"8710000US3612140","ZCTA5 12140, New York","1665","1146","333","186"
"8710000US3612143","ZCTA5 12143, New York","4666","2623","785","1258"
"8710000US3612144","ZCTA5 12144, New York","17671","9411","2661","5599"
"8710000US3612147","ZCTA5 12147, New York","492","262","160","70"
"8710000US3612148","ZCTA5 12148, New York","4171","3070","694","407"
"8710000US3612149","ZCTA5 12149, New York","2357","1141","650","566"
"8710000US3612150","ZCTA5 12150, New York","880","546","177","157"
"8710000US3612151","ZCTA5 12151, New York","666","406","171","89"
"8710000US3612153","ZCTA5 12153, New York","793","517","218","58"
"8710000US3612154","ZCTA5 12154, New York","2760","1722","654","384"
"8710000US3612155","ZCTA5 12155, New York","1884","1083","506","295"
"8710000US3612156","ZCTA5 12156, New York","813","490","199","124"
"8710000US3612157","ZCTA5 12157, New York","3926","2222","1022","682"
"8710000US3612158","ZCTA5 12158, New York","5729","3612","1063","1054"
"8710000US3612159","ZCTA5 12159, New York","7014","4486","1228","1300"
"8710000US3612160","ZCTA5 12160, New York","898","559","200","139"
"8710000US3612161","ZCTA5 12161, New York","157","94","40","23"
"8710000US3612164","ZCTA5 12164, New York","342","109","130","103"
"8710000US3612165","ZCTA5 12165, New York","169","96","52","21"
"8710000US3612166","ZCTA5 12166, New York","1317","741","447","129"
"8710000US3612167","ZCTA5 12167, New York","2208","1049","597","562"
"8710000US3612168","ZCTA5 12168, New York","1862","1038","492","332"
"8710000US3612169","ZCTA5 12169, New York","299","213","54","32"
"8710000US3612170","ZCTA5 12170, New York","4766","2836","1111","819"
"8710000US3612172","ZCTA5 12172, New York","379","144","73","162"
"8710000US3612173","ZCTA5 12173, New York","1652","942","430","280"
"8710000US3612174","ZCTA5 12174, New York","332","163","74","95"
"8710000US3612175","ZCTA5 12175, New York","628","347","218","63"
"8710000US3612176","ZCTA5 12176, New York","183","115","50","18"
"8710000US3612177","ZCTA5 12177, New York","501","313","135","53"
"8710000US3612180","ZCTA5 12180, New York","37201","16152","5837","15212"
"8710000US3612182","ZCTA5 12182, New York","12344","6024","2191","4129"
"8710000US3612183","ZCTA5 12183, New York","2351","726","269","1356"
"8710000US3612184","ZCTA5 12184, New York","6400","3768","1516","1116"
"8710000US3612185","ZCTA5 12185, New York","1966","1216","463","287"
"8710000US3612186","ZCTA5 12186, New York","5987","4003","1286","698"
"8710000US3612187","ZCTA5 12187, New York","674","393","166","115"
"8710000US3612188","ZCTA5 12188, New York","10382","5743","1654","2985"
"8710000US3612189","ZCTA5 12189, New York","14561","5687","1795","7079"
"8710000US3612190","ZCTA5 12190, New York","635","324","235","76"
"8710000US3612192","ZCTA5 12192, New York","1618","878","555","185"
"8710000US3612193","ZCTA5 12193, New York","1963","1183","563","217"
"8710000US3612194","ZCTA5 12194, New York","206","106","77","23"
"8710000US3612195","ZCTA5 12195, New York","150","53","56","41"
"8710000US3612196","ZCTA5 12196, New York","2944","1944","563","437"
"8710000US3612197","ZCTA5 12197, New York","2111","1070","671","370"
"8710000US3612198","ZCTA5 12198, New York","7607","5150","1454","1003"
"8710000US3612202","ZCTA5 12202, New York","2497","583","306","1608"
"8710000US3612203","ZCTA5 12203, New York","21520","9363","3579","8578"
"8710000US3612204","ZCTA5 12204, New York","4010","1371","563","2076"
"8710000US3612205","ZCTA5 12205, New York","22754","13064","4676","5014"
"8710000US3612206","ZCTA5 12206, New York","5256","1377","599","3280"
"8710000US3612207","ZCTA5 12207, New York","373","27","12","334"
"8710000US3612208","ZCTA5 12208, New York","15085","6239","2210","6636"
"8710000US3612209","ZCTA5 12209, New York","5622","2815","954","1853"
"8710000US3612210","ZCTA5 12210, New York","3973","836","273","2864"
"8710000US3612211","ZCTA5 12211, New York","9742","6576","2474","692"
"8710000US3612222","ZCTA5 12222, New York","0","0","0","0"
"8710000US3612302","ZCTA5 12302, New York","25817","16564","5058","4195"
"8710000US3612303","ZCTA5 12303, New York","23555","13782","4992","4781"
"8710000US3612304","ZCTA5 12304, New York","13453","6861","2396","4196"
"8710000US3612305","ZCTA5 12305, New York","2990","373","189","2428"
"8710000US3612306","ZCTA5 12306, New York","23500","13602","4697","5201"
"8710000US3612307","ZCTA5 12307, New York","2054","402","158","1494"
"8710000US3612308","ZCTA5 12308, New York","8942","3420","1173","4349"
"8710000US3612309","ZCTA5 12309, New York","24963","16554","5272","3137"
"8710000US3612401","ZCTA5 12401, New York","26026","12131","5101","8794"
"8710000US3612404","ZCTA5 12404, New York","3107","1789","738","580"
"8710000US3612405","ZCTA5 12405, New York","741","391","184","166"
"8710000US3612406","ZCTA5 12406, New York","769","280","218","271"
"8710000US3612407","ZCTA5 12407, New York","167","82","51","34"
"8710000US3612409","ZCTA5 12409, New York","760","394","246","120"
"8710000US3612410","ZCTA5 12410, New York","356","184","111","61"
"8710000US3612411","ZCTA5 12411, New York","466","244","165","57"
"8710000US3612412","ZCTA5 12412, New York","587","338","135","114"
"8710000US3612413","ZCTA5 12413, New York","2705","1337","554","814"
"8710000US3612414","ZCTA5 12414, New York","8648","3988","2019","2641"
"8710000US3612416","ZCTA5 12416, New York","259","110","80","69"
"8710000US3612417","ZCTA5 12417, New York","517","231","206","80"
"8710000US3612418","ZCTA5 12418, New York","527","248","199","80"
"8710000US3612419","ZCTA5 12419, New York","701","455","129","117"
"8710000US3612420","ZCTA5 12420, New York","342","190","106","46"
"8710000US3612421","ZCTA5 12421, New York","457","276","149","32"
"8710000US3612422","ZCTA5 12422, New York","322","165","100","57"
"8710000US3612423","ZCTA5 12423, New York","1061","548","301","212"
"8710000US3612424","ZCTA5 12424, New York","230","109","84","37"
"8710000US3612427","ZCTA5 12427, New York","333","178","99","56"
"8710000US3612428","ZCTA5 12428, New York","4007","1711","887","1409"
"8710000US3612429","ZCTA5 12429, New York","238","138","68","32"
"8710000US3612430","ZCTA5 12430, New York","977","444","332","201"
"8710000US3612431","ZCTA5 12431, New York","1350","794","332","224"
"8710000US3612432","ZCTA5 12432, New York","448","179","88","181"
"8710000US3612433","ZCTA5 12433, New York","459","235","153","71"
"8710000US3612434","ZCTA5 12434, New York","726","333","191","202"
"8710000US3612435","ZCTA5 12435, New York","292","138","93","61"
"8710000US3612436","ZCTA5 12436, New York","405","177","109","119"
"8710000US3612438","ZCTA5 12438, New York","59","25","26","8"
"8710000US3612439","ZCTA5 12439, New York","292","144","69","79"
"8710000US3612440","ZCTA5 12440, New York","1815","981","428","406"
"8710000US3612441","ZCTA5 12441, New York","106","48","30","28"
"8710000US3612442","ZCTA5 12442, New York","899","314","280","305"
"8710000US3612443","ZCTA5 12443, New York","3567","2156","1082","329"
"8710000US3612444","ZCTA5 12444, New York","475","221","200","54"
"8710000US3612446","ZCTA5 12446, New York","4522","2534","1035","953"
"8710000US3612448","ZCTA5 12448, New York","354","184","98","72"
"8710000US3612449","ZCTA5 12449, New York","2531","1177","626","728"
"8710000US3612450","ZCTA5 12450, New York","167","59","60","48"
"8710000US3612451","ZCTA5 12451, New York","1556","785","431","340"
"8710000US3612452","ZCTA5 12452, New York","212","105","76","31"
"8710000US3612453","ZCTA5 12453, New York","312","162","84","66"
"8710000US3612454","ZCTA5 12454, New York","293","154","83","56"
"8710000US3612455","ZCTA5 12455, New York","1740","782","636","322"
"8710000US3612456","ZCTA5 12456, New York","601","396","128","77"
"8710000US3612457","ZCTA5 12457, New York","682","335","191","156"
"8710000US3612458","ZCTA5 12458, New York","1860","799","679","382"
"8710000US3612459","ZCTA5 12459, New York","153","92","42","19"
"8710000US3612460","ZCTA5 12460, New York","265","118","83","64"
"8710000US3612461","ZCTA5 12461, New York","1555","853","443","259"
"8710000US3612463","ZCTA5 12463, New York","1406","781","335","290"
"8710000US3612464","ZCTA5 12464, New York","954","427","246","281"
"8710000US3612465","ZCTA5 12465, New York","236","57","97","82"
"8710000US3612466","ZCTA5 12466, New York","2215","1221","587","407"
"8710000US3612468","ZCTA5 12468, New York","1012","460","393","159"
"8710000US3612469","ZCTA5 12469, New York","653","345","234","74"
"8710000US3612470","ZCTA5 12470, New York","513","264","130","119"
"8710000US3612471","ZCTA5 12471, New York","191","84","58","49"
"8710000US3612472","ZCTA5 12472, New York","1404","654","327","423"
"8710000US3612473","ZCTA5 12473, New York","797","420","207","170"
"8710000US3612474","ZCTA5 12474, New York","1126","527","340","259"
"8710000US3612475","ZCTA5 12475, New York","345","192","79","74"
"8710000US3612477","ZCTA5 12477, New York","17135","9233","3649","4253"
"8710000US3612480","ZCTA5 12480, New York","577","281","175","121"
"8710000US3612481","ZCTA5 12481, New York","1263","705","360","198"
"8710000US3612482","ZCTA5 12482, New York","604","226","255","123"
"8710000US3612483","ZCTA5 12483, New York","219","102","60","57"
"8710000US3612484","ZCTA5 12484, New York","2543","1518","755","270"
"8710000US3612485","ZCTA5 12485, New York","797","256","186","355"
"8710000US3612486","ZCTA5 12486, New York","1451","855","399","197"
"8710000US3612487","ZCTA5 12487, New York","2660","1402","568","690"
"8710000US3612489","ZCTA5 12489, New York","481","195","183","103"
"8710000US3612490","ZCTA5 12490, New York","105","52","29","24"
"8710000US3612491","ZCTA5 12491, New York","1562","902","462","198"
"8710000US3612492","ZCTA5 12492, New York","257","111","104","42"
"8710000US3612493","ZCTA5 12493, New York","363","145","80","138"
"8710000US3612494","ZCTA5 12494, New York","727","401","214","112"
"8710000US3612495","ZCTA5 12495, New York","254","139","86","29"
"8710000US3612496","ZCTA5 12496, New York","1546","650","515","381"
"8710000US3612498","ZCTA5 12498, New York","4380","2176","1312","892"
"8710000US3612501","ZCTA5 12501, New York","1988","958","386","644"
"8710000US3612502","ZCTA5 12502, New York","1113","597","311","205"
"8710000US3612503","ZCTA5 12503, New York","737","332","261","144"
"8710000US3612504","ZCTA5 12504, New York","61","6","8","47"
"8710000US3612507","ZCTA5 12507, New York","122","42","41","39"
"8710000US3612508","ZCTA5 12508, New York","10845","5748","1754","3343"
"8710000US3612512","ZCTA5 12512, New York","103","59","30","14"
"8710000US3612513","ZCTA5 12513, New York","633","303","226","104"
"8710000US3612514","ZCTA5 12514, New York","2734","1874","583","277"
"8710000US3612515","ZCTA5 12515, New York","1246","623","316","307"
"8710000US3612516","ZCTA5 12516, New York","1516","804","399","313"
"8710000US3612517","ZCTA5 12517, New York","437","188","96","153"
"8710000US3612518","ZCTA5 12518, New York","5150","3221","689","1240"
"8710000US3612520","ZCTA5 12520, New York","2813","1767","471","575"
"8710000US3612521","ZCTA5 12521, New York","1519","828","425","266"
"8710000US3612522","ZCTA5 12522, New York","4382","2217","1171","994"
"8710000US3612523","ZCTA5 12523, New York","1697","862","438","397"
"8710000US3612524","ZCTA5 12524, New York","10982","6626","1986","2370"
"8710000US3612525","ZCTA5 12525, New York","2989","1748","687","554"
"8710000US3612526","ZCTA5 12526, New York","3413","1786","844","783"
"8710000US3612527","ZCTA5 12527, New York","87","47","6","34"
"8710000US3612528","ZCTA5 12528, New York","10839","6300","1844","2695"
"8710000US3612529","ZCTA5 12529, New York","2622","1306","728","588"
"8710000US3612530","ZCTA5 12530, New York","117","47","30","40"
"8710000US3612531","ZCTA5 12531, New York","3137","2229","488","420"
"8710000US3612533","ZCTA5 12533, New York","21143","16227","3124","1792"
"8710000US3612534","ZCTA5 12534, New York","13432","5752","3456","4224"
"8710000US3612538","ZCTA5 12538, New York","11162","6503","2192","2467"
"8710000US3612540","ZCTA5 12540, New York","6988","5236","1190","562"
"8710000US3612542","ZCTA5 12542, New York","5096","2885","1010","1201"
"8710000US3612543","ZCTA5 12543, New York","2008","1157","182","669"
"8710000US3612545","ZCTA5 12545, New York","3975","1776","812","1387"
"8710000US3612546","ZCTA5 12546, New York","2653","1344","603","706"
"8710000US3612547","ZCTA5 12547, New York","2528","1474","584","470"
"8710000US3612548","ZCTA5 12548, New York","1225","715","211","299"
"8710000US3612549","ZCTA5 12549, New York","8504","5755","1337","1412"
"8710000US3612550","ZCTA5 12550, New York","22922","13910","4464","4548"
"8710000US3612553","ZCTA5 12553, New York","15982","9831","2989","3162"
"8710000US3612561","ZCTA5 12561, New York","12916","6764","2310","3842"
"8710000US3612563","ZCTA5 12563, New York","5604","4283","712","609"
"8710000US3612564","ZCTA5 12564, New York","5890","3960","1016","914"
"8710000US3612565","ZCTA5 12565, New York","1370","554","217","599"
"8710000US3612566","ZCTA5 12566, New York","9425","6094","1567","1764"
"8710000US3612567","ZCTA5 12567, New York","2564","1365","614","585"
"8710000US3612569","ZCTA5 12569, New York","8845","5261","1659","1925"
"8710000US3612570","ZCTA5 12570, New York","6773","5239","1044","490"
"8710000US3612571","ZCTA5 12571, New York","9019","5536","1787","1696"
"8710000US3612572","ZCTA5 12572, New York","7555","4016","1918","1621"
"8710000US3612574","ZCTA5 12574, New York","286","142","68","76"
"8710000US3612575","ZCTA5 12575, New York","1906","1433","324","149"
"8710000US3612577","ZCTA5 12577, New York","1708","1308","234","166"
"8710000US3612578","ZCTA5 12578, New York","2247","1512","421","314"
"8710000US3612580","ZCTA5 12580, New York","3767","2291","793","683"
"8710000US3612581","ZCTA5 12581, New York","1996","1080","447","469"
"8710000US3612582","ZCTA5 12582, New York","3795","2980","514","301"
